Table name,State,District,Area Name,Last residence,Last residence,Place of enumeration,Total migrants,Total migrants (M),Total migrants (F),Less than 1 year,Less than 1 year(M),Less than 1 year(F),1-4 years,1-4 years(M),1-4 years(F),5-9 years,5-9 years(M),5-9 years(F),10-19 years,10-19 years(M),10-19 years(F),20+ years,20+ years(M),20+ years(F),Duration not stated,Duration not stated(M),Duration not stated(F)
,,,,,Total/Rural/Urban/Country,Total/Rural/Urban,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
D0302,7,90,North West,Odisha,Total,Total,"4,165","2,280","1,885",206,118,88,904,442,462,855,470,385,"1,155",638,517,849,506,343,196,106,90
D0302,7,90,North West,Odisha,Total,Rural,153,86,67,13,8,5,54,26,28,31,21,10,31,15,16,12,6,6,12,10,2
D0302,7,90,North West,Odisha,Total,Urban,"4,012","2,194","1,818",193,110,83,850,416,434,824,449,375,"1,124",623,501,837,500,337,184,96,88
D0302,7,90,North West,Odisha,Rural,Total,"2,461","1,392","1,069",122,72,50,556,269,287,544,309,235,699,409,290,460,290,170,80,43,37
D0302,7,90,North West,Odisha,Rural,Rural,105,57,48,11,6,5,26,11,15,31,21,10,26,13,13,10,5,5,1,1,0
D0302,7,90,North West,Odisha,Rural,Urban,"2,356","1,335","1,021",111,66,45,530,258,272,513,288,225,673,396,277,450,285,165,79,42,37
D0302,7,90,North West,Odisha,Urban,Total,"1,644",856,788,82,44,38,338,168,170,305,159,146,448,225,223,384,215,169,87,45,42
D0302,7,90,North West,Odisha,Urban,Rural,38,21,17,1,1,0,28,15,13,0,0,0,5,2,3,2,1,1,2,2,0
D0302,7,90,North West,Odisha,Urban,Urban,"1,606",835,771,81,43,38,310,153,157,305,159,146,443,223,220,382,214,168,85,43,42
D0302,7,90,North West,Chhattisgarh,Total,Total,"2,054",991,"1,063",120,50,70,432,200,232,374,186,188,523,247,276,523,266,257,82,42,40
D0302,7,90,North West,Chhattisgarh,Total,Rural,140,72,68,3,1,2,27,17,10,18,10,8,27,13,14,23,12,11,42,19,23
D0302,7,90,North West,Chhattisgarh,Total,Urban,"1,914",919,995,117,49,68,405,183,222,356,176,180,496,234,262,500,254,246,40,23,17
D0302,7,90,North West,Chhattisgarh,Rural,Total,"1,291",657,634,75,34,41,260,124,136,229,114,115,330,171,159,381,205,176,16,9,7
D0302,7,90,North West,Chhattisgarh,Rural,Rural,80,43,37,2,0,2,27,17,10,5,2,3,26,13,13,19,10,9,1,1,0
D0302,7,90,North West,Chhattisgarh,Rural,Urban,"1,211",614,597,73,34,39,233,107,126,224,112,112,304,158,146,362,195,167,15,8,7
D0302,7,90,North West,Chhattisgarh,Urban,Total,707,308,399,43,16,27,169,75,94,144,72,72,190,74,116,140,60,80,21,11,10
D0302,7,90,North West,Chhattisgarh,Urban,Rural,22,11,11,1,1,0,0,0,0,13,8,5,1,0,1,4,2,2,3,0,3
D0302,7,90,North West,Chhattisgarh,Urban,Urban,685,297,388,42,15,27,169,75,94,131,64,67,189,74,115,136,58,78,18,11,7
D0302,7,90,North West,Madhya Pradesh,Total,Total,"30,907","15,654","15,253","1,648",833,815,"5,267","2,571","2,696","5,293","2,640","2,653","8,278","4,140","4,138","9,045","4,759","4,286","1,376",711,665
D0302,7,90,North West,Madhya Pradesh,Total,Rural,"2,768","1,388","1,380",214,105,109,445,204,241,507,247,260,840,415,425,527,282,245,235,135,100
D0302,7,90,North West,Madhya Pradesh,Total,Urban,"28,139","14,266","13,873","1,434",728,706,"4,822","2,367","2,455","4,786","2,393","2,393","7,438","3,725","3,713","8,518","4,477","4,041","1,141",576,565
D0302,7,90,North West,Madhya Pradesh,Rural,Total,"20,844","11,043","9,801","1,239",642,597,"3,710","1,859","1,851","3,744","1,951","1,793","5,954","3,096","2,858","5,559","3,159","2,400",638,336,302
D0302,7,90,North West,Madhya Pradesh,Rural,Rural,"2,146","1,071","1,075",195,95,100,321,150,171,418,203,215,686,331,355,480,264,216,46,28,18
D0302,7,90,North West,Madhya Pradesh,Rural,Urban,"18,698","9,972","8,726","1,044",547,497,"3,389","1,709","1,680","3,326","1,748","1,578","5,268","2,765","2,503","5,079","2,895","2,184",592,308,284
D0302,7,90,North West,Madhya Pradesh,Urban,Total,"9,532","4,333","5,199",399,186,213,"1,516",689,827,"1,529",681,848,"2,285","1,025","1,260","3,452","1,585","1,867",351,167,184
D0302,7,90,North West,Madhya Pradesh,Urban,Rural,452,223,229,17,9,8,120,52,68,88,44,44,148,80,68,46,17,29,33,21,12
D0302,7,90,North West,Madhya Pradesh,Urban,Urban,"9,080","4,110","4,970",382,177,205,"1,396",637,759,"1,441",637,804,"2,137",945,"1,192","3,406","1,568","1,838",318,146,172
D0302,7,90,North West,Gujarat,Total,Total,"5,309","2,316","2,993",186,77,109,787,340,447,724,298,426,"1,178",476,702,"2,169","1,007","1,162",265,118,147
D0302,7,90,North West,Gujarat,Total,Rural,72,42,30,12,9,3,34,20,14,9,7,2,4,1,3,7,4,3,6,1,5
D0302,7,90,North West,Gujarat,Total,Urban,"5,237","2,274","2,963",174,68,106,753,320,433,715,291,424,"1,174",475,699,"2,162","1,003","1,159",259,117,142
D0302,7,90,North West,Gujarat,Rural,Total,"2,216","1,006","1,210",60,23,37,294,122,172,214,77,137,476,189,287,"1,086",553,533,86,42,44
D0302,7,90,North West,Gujarat,Rural,Rural,21,17,4,7,6,1,8,7,1,3,2,1,1,0,1,2,2,0,0,0,0
D0302,7,90,North West,Gujarat,Rural,Urban,"2,195",989,"1,206",53,17,36,286,115,171,211,75,136,475,189,286,"1,084",551,533,86,42,44
D0302,7,90,North West,Gujarat,Urban,Total,"2,992","1,267","1,725",123,54,69,481,215,266,505,219,286,695,285,410,"1,077",451,626,111,43,68
D0302,7,90,North West,Gujarat,Urban,Rural,47,25,22,5,3,2,26,13,13,6,5,1,3,1,2,5,2,3,2,1,1
D0302,7,90,North West,Gujarat,Urban,Urban,"2,945","1,242","1,703",118,51,67,455,202,253,499,214,285,692,284,408,"1,072",449,623,109,42,67
D0302,7,90,North West,Daman & Diu,Total,Total,9,2,7,0,0,0,5,1,4,3,1,2,1,0,1,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Total,Urban,9,2,7,0,0,0,5,1,4,3,1,2,1,0,1,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Rural,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Rural,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Urban,Total,9,2,7,0,0,0,5,1,4,3,1,2,1,0,1,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Daman & Diu,Urban,Urban,9,2,7,0,0,0,5,1,4,3,1,2,1,0,1,0,0,0,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Total,Total,23,10,13,0,0,0,10,5,5,6,3,3,4,2,2,3,0,3,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Total,Rural,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Total,Urban,22,10,12,0,0,0,10,5,5,6,3,3,4,2,2,2,0,2,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Rural,Total,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Rural,Rural,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Rural,Urban,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Urban,Total,21,10,11,0,0,0,10,5,5,6,3,3,4,2,2,1,0,1,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Dadra & Nagar Haveli,Urban,Urban,21,10,11,0,0,0,10,5,5,6,3,3,4,2,2,1,0,1,0,0,0
D0302,7,90,North West,Maharashtra,Total,Total,"9,581","4,239","5,342",444,221,223,"1,532",645,887,"1,389",603,786,"2,337",994,"1,343","3,355","1,526","1,829",524,250,274
D0302,7,90,North West,Maharashtra,Total,Rural,387,183,204,13,9,4,50,23,27,95,39,56,124,59,65,50,26,24,55,27,28
D0302,7,90,North West,Maharashtra,Total,Urban,"9,194","4,056","5,138",431,212,219,"1,482",622,860,"1,294",564,730,"2,213",935,"1,278","3,305","1,500","1,805",469,223,246
D0302,7,90,North West,Maharashtra,Rural,Total,"1,864",857,"1,007",78,40,38,254,108,146,298,122,176,533,235,298,633,320,313,68,32,36
D0302,7,90,North West,Maharashtra,Rural,Rural,178,89,89,5,4,1,11,7,4,50,21,29,79,40,39,25,14,11,8,3,5
D0302,7,90,North West,Maharashtra,Rural,Urban,"1,686",768,918,73,36,37,243,101,142,248,101,147,454,195,259,608,306,302,60,29,31
D0302,7,90,North West,Maharashtra,Urban,Total,"7,461","3,258","4,203",358,178,180,"1,252",525,727,"1,083",478,605,"1,793",757,"1,036","2,697","1,193","1,504",278,127,151
D0302,7,90,North West,Maharashtra,Urban,Rural,166,74,92,8,5,3,38,16,22,45,18,27,45,19,26,23,11,12,7,5,2
D0302,7,90,North West,Maharashtra,Urban,Urban,"7,295","3,184","4,111",350,173,177,"1,214",509,705,"1,038",460,578,"1,748",738,"1,010","2,674","1,182","1,492",271,122,149
D0302,7,90,North West,Andhra Pradesh,Total,Total,"2,053",974,"1,079",93,49,44,464,206,258,293,137,156,463,215,248,648,320,328,92,47,45
D0302,7,90,North West,Andhra Pradesh,Total,Rural,62,32,30,2,1,1,10,5,5,27,13,14,15,9,6,2,1,1,6,3,3
D0302,7,90,North West,Andhra Pradesh,Total,Urban,"1,991",942,"1,049",91,48,43,454,201,253,266,124,142,448,206,242,646,319,327,86,44,42
D0302,7,90,North West,Andhra Pradesh,Rural,Total,439,217,222,16,7,9,95,41,54,72,33,39,103,50,53,130,72,58,23,14,9
D0302,7,90,North West,Andhra Pradesh,Rural,Rural,39,21,18,1,1,0,4,2,2,17,7,10,13,8,5,1,1,0,3,2,1
D0302,7,90,North West,Andhra Pradesh,Rural,Urban,400,196,204,15,6,9,91,39,52,55,26,29,90,42,48,129,71,58,20,12,8
D0302,7,90,North West,Andhra Pradesh,Urban,Total,"1,572",733,839,75,40,35,361,160,201,212,100,112,357,163,194,513,247,266,54,23,31
D0302,7,90,North West,Andhra Pradesh,Urban,Rural,22,10,12,1,0,1,6,3,3,10,6,4,2,1,1,1,0,1,2,0,2
D0302,7,90,North West,Andhra Pradesh,Urban,Urban,"1,550",723,827,74,40,34,355,157,198,202,94,108,355,162,193,512,247,265,52,23,29
D0302,7,90,North West,Karnataka,Total,Total,"1,422",694,728,100,56,44,331,158,173,220,110,110,321,148,173,401,200,201,49,22,27
D0302,7,90,North West,Karnataka,Total,Rural,30,15,15,1,1,0,12,6,6,9,5,4,4,2,2,3,1,2,1,0,1
D0302,7,90,North West,Karnataka,Total,Urban,"1,392",679,713,99,55,44,319,152,167,211,105,106,317,146,171,398,199,199,48,22,26
D0302,7,90,North West,Karnataka,Rural,Total,233,120,113,16,9,7,55,22,33,46,26,20,53,30,23,55,28,27,8,5,3
D0302,7,90,North West,Karnataka,Rural,Rural,6,4,2,1,1,0,0,0,0,3,2,1,0,0,0,1,1,0,1,0,1
D0302,7,90,North West,Karnataka,Rural,Urban,227,116,111,15,8,7,55,22,33,43,24,19,53,30,23,54,27,27,7,5,2
D0302,7,90,North West,Karnataka,Urban,Total,"1,168",568,600,84,47,37,274,136,138,174,84,90,268,118,150,338,170,168,30,13,17
D0302,7,90,North West,Karnataka,Urban,Rural,23,11,12,0,0,0,11,6,5,6,3,3,4,2,2,2,0,2,0,0,0
D0302,7,90,North West,Karnataka,Urban,Urban,"1,145",557,588,84,47,37,263,130,133,168,81,87,264,116,148,336,170,166,30,13,17
D0302,7,90,North West,Goa,Total,Total,91,37,54,2,0,2,16,8,8,14,6,8,17,3,14,39,20,19,3,0,3
D0302,7,90,North West,Goa,Total,Rural,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
D0302,7,90,North West,Goa,Total,Urban,90,37,53,2,0,2,16,8,8,14,6,8,17,3,14,39,20,19,2,0,2
D0302,7,90,North West,Goa,Rural,Total,4,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0
D0302,7,90,North West,Goa,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Goa,Rural,Urban,4,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0
D0302,7,90,North West,Goa,Urban,Total,85,35,50,2,0,2,16,8,8,13,6,7,16,3,13,36,18,18,2,0,2
D0302,7,90,North West,Goa,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Goa,Urban,Urban,85,35,50,2,0,2,16,8,8,13,6,7,16,3,13,36,18,18,2,0,2
D0302,7,90,North West,Lakshadweep,Total,Total,75,40,35,13,6,7,25,14,11,25,14,11,10,6,4,1,0,1,1,0,1
D0302,7,90,North West,Lakshadweep,Total,Rural,19,10,9,11,5,6,4,3,1,1,1,0,3,1,2,0,0,0,0,0,0
D0302,7,90,North West,Lakshadweep,Total,Urban,56,30,26,2,1,1,21,11,10,24,13,11,7,5,2,1,0,1,1,0,1
D0302,7,90,North West,Lakshadweep,Rural,Total,46,24,22,9,4,5,12,6,6,21,12,9,2,2,0,1,0,1,1,0,1
D0302,7,90,North West,Lakshadweep,Rural,Rural,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Lakshadweep,Rural,Urban,39,21,18,2,1,1,12,6,6,21,12,9,2,2,0,1,0,1,1,0,1
D0302,7,90,North West,Lakshadweep,Urban,Total,24,13,11,4,2,2,8,5,3,4,2,2,8,4,4,0,0,0,0,0,0
D0302,7,90,North West,Lakshadweep,Urban,Rural,12,7,5,4,2,2,4,3,1,1,1,0,3,1,2,0,0,0,0,0,0
D0302,7,90,North West,Lakshadweep,Urban,Urban,12,6,6,0,0,0,4,2,2,3,1,2,5,3,2,0,0,0,0,0,0
D0302,7,90,North West,Kerala,Total,Total,"5,104","2,370","2,734",246,85,161,838,308,530,659,293,366,"1,379",621,758,"1,749",955,794,233,108,125
D0302,7,90,North West,Kerala,Total,Rural,14,6,8,0,0,0,2,1,1,1,0,1,7,2,5,2,1,1,2,2,0
D0302,7,90,North West,Kerala,Total,Urban,"5,090","2,364","2,726",246,85,161,836,307,529,658,293,365,"1,372",619,753,"1,747",954,793,231,106,125
D0302,7,90,North West,Kerala,Rural,Total,"2,596","1,239","1,357",105,48,57,413,157,256,362,158,204,748,340,408,876,498,378,92,38,54
D0302,7,90,North West,Kerala,Rural,Rural,4,1,3,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,0
D0302,7,90,North West,Kerala,Rural,Urban,"2,592","1,238","1,354",105,48,57,413,157,256,362,158,204,746,340,406,874,497,377,92,38,54
D0302,7,90,North West,Kerala,Urban,Total,"2,419","1,095","1,324",134,36,98,419,149,270,288,130,158,618,279,339,862,454,408,98,47,51
D0302,7,90,North West,Kerala,Urban,Rural,9,4,5,0,0,0,2,1,1,1,0,1,5,2,3,0,0,0,1,1,0
D0302,7,90,North West,Kerala,Urban,Urban,"2,410","1,091","1,319",134,36,98,417,148,269,287,130,157,613,277,336,862,454,408,97,46,51
D0302,7,90,North West,Tamil Nadu,Total,Total,"5,420","2,616","2,804",148,72,76,533,242,291,488,245,243,"1,166",529,637,"2,903","1,439","1,464",182,89,93
D0302,7,90,North West,Tamil Nadu,Total,Rural,41,21,20,2,0,2,17,9,8,1,1,0,6,3,3,11,6,5,4,2,2
D0302,7,90,North West,Tamil Nadu,Total,Urban,"5,379","2,595","2,784",146,72,74,516,233,283,487,244,243,"1,160",526,634,"2,892","1,433","1,459",178,87,91
D0302,7,90,North West,Tamil Nadu,Rural,Total,"2,175","1,059","1,116",36,17,19,129,61,68,165,85,80,435,197,238,"1,335",660,675,75,39,36
D0302,7,90,North West,Tamil Nadu,Rural,Rural,13,8,5,0,0,0,4,3,1,0,0,0,2,1,1,7,4,3,0,0,0
D0302,7,90,North West,Tamil Nadu,Rural,Urban,"2,162","1,051","1,111",36,17,19,125,58,67,165,85,80,433,196,237,"1,328",656,672,75,39,36
D0302,7,90,North West,Tamil Nadu,Urban,Total,"3,145","1,511","1,634",108,52,56,398,178,220,321,159,162,717,328,389,"1,526",761,765,75,33,42
D0302,7,90,North West,Tamil Nadu,Urban,Rural,23,11,12,2,0,2,13,6,7,1,1,0,4,2,2,3,2,1,0,0,0
D0302,7,90,North West,Tamil Nadu,Urban,Urban,"3,122","1,500","1,622",106,52,54,385,172,213,320,158,162,713,326,387,"1,523",759,764,75,33,42
D0302,7,90,North West,Puducherry,Total,Total,55,27,28,3,1,2,10,4,6,2,2,0,13,6,7,23,11,12,4,3,1
D0302,7,90,North West,Puducherry,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Puducherry,Total,Urban,55,27,28,3,1,2,10,4,6,2,2,0,13,6,7,23,11,12,4,3,1
D0302,7,90,North West,Puducherry,Rural,Total,8,4,4,0,0,0,0,0,0,0,0,0,2,0,2,6,4,2,0,0,0
D0302,7,90,North West,Puducherry,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Puducherry,Rural,Urban,8,4,4,0,0,0,0,0,0,0,0,0,2,0,2,6,4,2,0,0,0
D0302,7,90,North West,Puducherry,Urban,Total,46,22,24,3,1,2,10,4,6,2,2,0,11,6,5,17,7,10,3,2,1
D0302,7,90,North West,Puducherry,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,90,North West,Puducherry,Urban,Urban,46,22,24,3,1,2,10,4,6,2,2,0,11,6,5,17,7,10,3,2,1
D0302,7,90,North West,Andaman & Nicobar Islands,Total,Total,48,27,21,1,0,1,9,6,3,5,3,2,22,11,11,9,5,4,2,2,0
D0302,7,90,North West,Andaman & Nicobar Islands,Total,Rural,11,6,5,0,0,0,3,2,1,1,0,1,7,4,3,0,0,0,0,0,0
D0302,7,90,North West,Andaman & Nicobar Islands,Total,Urban,37,21,16,1,0,1,6,4,2,4,3,1,15,7,8,9,5,4,2,2,0
D0302,7,90,North West,Andaman & Nicobar Islands,Rural,Total,9,5,4,0,0,0,5,3,2,0,0,0,3,2,1,1,0,1,0,0,0
D0302,7,90,North West,Andaman & Nicobar Islands,Rural,Rural,6,4,2,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0
D0302,7,90,North West,Andaman & Nicobar Islands,Rural,Urban,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,90,North West,Andaman & Nicobar Islands,Urban,Total,39,22,17,1,0,1,4,3,1,5,3,2,19,9,10,8,5,3,2,2,0
D0302,7,90,North West,Andaman & Nicobar Islands,Urban,Rural,5,2,3,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0
D0302,7,90,North West,Andaman & Nicobar Islands,Urban,Urban,34,20,14,1,0,1,4,3,1,4,3,1,15,7,8,8,5,3,2,2,0
D0302,7,91,North,Jammu & Kashmir,Total,Total,"1,025",521,504,43,24,19,156,80,76,119,67,52,210,107,103,429,206,223,68,37,31
D0302,7,91,North,Jammu & Kashmir,Total,Rural,11,5,6,0,0,0,9,3,6,2,2,0,0,0,0,0,0,0,0,0,0
D0302,7,91,North,Jammu & Kashmir,Total,Urban,"1,014",516,498,43,24,19,147,77,70,117,65,52,210,107,103,429,206,223,68,37,31
D0302,7,91,North,Jammu & Kashmir,Rural,Total,394,225,169,19,11,8,61,36,25,59,33,26,82,49,33,156,82,74,17,14,3
D0302,7,91,North,Jammu & Kashmir,Rural,Rural,7,2,5,0,0,0,6,1,5,1,1,0,0,0,0,0,0,0,0,0,0
D0302,7,91,North,Jammu & Kashmir,Rural,Urban,387,223,164,19,11,8,55,35,20,58,32,26,82,49,33,156,82,74,17,14,3
D0302,7,91,North,Jammu & Kashmir,Urban,Total,601,282,319,24,13,11,92,41,51,59,33,26,124,56,68,271,124,147,31,15,16
D0302,7,91,North,Jammu & Kashmir,Urban,Rural,4,3,1,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0
D0302,7,91,North,Jammu & Kashmir,Urban,Urban,597,279,318,24,13,11,89,39,50,58,32,26,124,56,68,271,124,147,31,15,16
D0302,7,91,North,Himachal Pradesh,Total,Total,"5,501","2,898","2,603",111,49,62,538,263,275,744,360,384,"1,688",838,850,"2,184","1,268",916,236,120,116
D0302,7,91,North,Himachal Pradesh,Total,Rural,224,126,98,2,0,2,33,17,16,37,17,20,96,53,43,54,38,16,2,1,1
D0302,7,91,North,Himachal Pradesh,Total,Urban,"5,277","2,772","2,505",109,49,60,505,246,259,707,343,364,"1,592",785,807,"2,130","1,230",900,234,119,115
D0302,7,91,North,Himachal Pradesh,Rural,Total,"4,187","2,266","1,921",81,36,45,388,189,199,561,266,295,"1,381",700,681,"1,651","1,011",640,125,64,61
D0302,7,91,North,Himachal Pradesh,Rural,Rural,196,109,87,2,0,2,27,13,14,28,12,16,91,50,41,46,33,13,2,1,1
D0302,7,91,North,Himachal Pradesh,Rural,Urban,"3,991","2,157","1,834",79,36,43,361,176,185,533,254,279,"1,290",650,640,"1,605",978,627,123,63,60
D0302,7,91,North,Himachal Pradesh,Urban,Total,"1,222",586,636,30,13,17,150,74,76,174,90,84,299,135,164,521,250,271,48,24,24
D0302,7,91,North,Himachal Pradesh,Urban,Rural,27,16,11,0,0,0,6,4,2,9,5,4,5,3,2,7,4,3,0,0,0
D0302,7,91,North,Himachal Pradesh,Urban,Urban,"1,195",570,625,30,13,17,144,70,74,165,85,80,294,132,162,514,246,268,48,24,24
D0302,7,91,North,Punjab,Total,Total,"8,589","3,659","4,930",142,43,99,800,306,494,835,323,512,"1,608",617,991,"4,803","2,180","2,623",401,190,211
D0302,7,91,North,Punjab,Total,Rural,32,15,17,0,0,0,3,1,2,12,7,5,8,1,7,7,5,2,2,1,1
D0302,7,91,North,Punjab,Total,Urban,"8,557","3,644","4,913",142,43,99,797,305,492,823,316,507,"1,600",616,984,"4,796","2,175","2,621",399,189,210
D0302,7,91,North,Punjab,Rural,Total,"3,121","1,557","1,564",52,15,37,275,120,155,339,157,182,621,280,341,"1,725",924,801,109,61,48
D0302,7,91,North,Punjab,Rural,Rural,11,5,6,0,0,0,2,0,2,1,1,0,3,0,3,4,3,1,1,1,0
D0302,7,91,North,Punjab,Rural,Urban,"3,110","1,552","1,558",52,15,37,273,120,153,338,156,182,618,280,338,"1,721",921,800,108,60,48
D0302,7,91,North,Punjab,Urban,Total,"5,309","2,032","3,277",88,28,60,516,181,335,491,163,328,972,335,637,"3,030","1,238","1,792",212,87,125
D0302,7,91,North,Punjab,Urban,Rural,20,10,10,0,0,0,1,1,0,11,6,5,5,1,4,3,2,1,0,0,0
D0302,7,91,North,Punjab,Urban,Urban,"5,289","2,022","3,267",88,28,60,515,180,335,480,157,323,967,334,633,"3,027","1,236","1,791",212,87,125
D0302,7,91,North,Chandigarh,Total,Total,361,124,237,8,5,3,84,22,62,40,15,25,90,28,62,116,42,74,23,12,11
D0302,7,91,North,Chandigarh,Total,Rural,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0
D0302,7,91,North,Chandigarh,Total,Urban,357,122,235,8,5,3,84,22,62,40,15,25,86,26,60,116,42,74,23,12,11
D0302,7,91,North,Chandigarh,Rural,Total,38,15,23,0,0,0,3,1,2,6,3,3,8,3,5,21,8,13,0,0,0
D0302,7,91,North,Chandigarh,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,91,North,Chandigarh,Rural,Urban,38,15,23,0,0,0,3,1,2,6,3,3,8,3,5,21,8,13,0,0,0
D0302,7,91,North,Chandigarh,Urban,Total,319,106,213,8,5,3,81,21,60,34,12,22,82,25,57,94,33,61,20,10,10
D0302,7,91,North,Chandigarh,Urban,Rural,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0
D0302,7,91,North,Chandigarh,Urban,Urban,315,104,211,8,5,3,81,21,60,34,12,22,78,23,55,94,33,61,20,10,10
D0302,7,91,North,Uttarakhand,Total,Total,"22,465","11,779","10,686",533,238,295,"2,830","1,350","1,480","3,887","1,975","1,912","7,155","3,694","3,461","7,240","4,099","3,141",820,423,397
D0302,7,91,North,Uttarakhand,Total,Rural,"2,313","1,241","1,072",51,14,37,318,164,154,523,272,251,935,504,431,458,268,190,28,19,9
D0302,7,91,North,Uttarakhand,Total,Urban,"20,152","10,538","9,614",482,224,258,"2,512","1,186","1,326","3,364","1,703","1,661","6,220","3,190","3,030","6,782","3,831","2,951",792,404,388
D0302,7,91,North,Uttarakhand,Rural,Total,"18,595","10,011","8,584",414,185,229,"2,305","1,119","1,186","3,268","1,690","1,578","6,130","3,217","2,913","5,993","3,538","2,455",485,262,223
D0302,7,91,North,Uttarakhand,Rural,Rural,"2,138","1,147",991,45,12,33,290,149,141,466,240,226,877,473,404,435,256,179,25,17,8
D0302,7,91,North,Uttarakhand,Rural,Urban,"16,457","8,864","7,593",369,173,196,"2,015",970,"1,045","2,802","1,450","1,352","5,253","2,744","2,509","5,558","3,282","2,276",460,245,215
D0302,7,91,North,Uttarakhand,Urban,Total,"3,631","1,651","1,980",115,50,65,514,228,286,599,274,325,"1,001",462,539,"1,221",552,669,181,85,96
D0302,7,91,North,Uttarakhand,Urban,Rural,171,93,78,6,2,4,27,15,12,56,31,25,57,31,26,23,12,11,2,2,0
D0302,7,91,North,Uttarakhand,Urban,Urban,"3,460","1,558","1,902",109,48,61,487,213,274,543,243,300,944,431,513,"1,198",540,658,179,83,96
D0302,7,91,North,Haryana,Total,Total,"19,780","7,807","11,973",452,177,275,"2,143",786,"1,357","2,362",889,"1,473","4,211","1,575","2,636","9,636","3,947","5,689",976,433,543
D0302,7,91,North,Haryana,Total,Rural,402,99,303,8,1,7,66,22,44,81,23,58,119,33,86,115,18,97,13,2,11
D0302,7,91,North,Haryana,Total,Urban,"19,378","7,708","11,670",444,176,268,"2,077",764,"1,313","2,281",866,"1,415","4,092","1,542","2,550","9,521","3,929","5,592",963,431,532
D0302,7,91,North,Haryana,Rural,Total,"10,390","4,602","5,788",222,98,124,"1,035",425,610,"1,275",561,714,"2,293",966,"1,327","5,189","2,368","2,821",376,184,192
D0302,7,91,North,Haryana,Rural,Rural,315,71,244,7,1,6,49,14,35,57,16,41,92,26,66,99,12,87,11,2,9
D0302,7,91,North,Haryana,Rural,Urban,"10,075","4,531","5,544",215,97,118,986,411,575,"1,218",545,673,"2,201",940,"1,261","5,090","2,356","2,734",365,182,183
